Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,0.08,31,6,5,T
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,0.7,78,51,8.4,T
Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,0.14,74,6,7.9,E
Wolfenstein,X360,2009,Shooter,0.56,72,66,7.5,M
G-Force,X360,2009,Action,0.17,68,33,7,E10+
Samurai Shodown Sen,X360,2009,Fighting,0.08,46,33,5.2,M
Hexyz Force,PSP,2009,Role-Playing,0.14,68,13,7.3,T
Calling,Wii,2009,Adventure,0.11,49,28,6.7,T
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,0.93,77,47,7.8,M
Guitar Hero: Smash Hits,Wii,2009,Misc,0.58,74,17,7.7,T
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,0.11,50,15,7.1,E10+
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,0.18,38,14,3,E10+
JU-ON: The Grudge,Wii,2009,Action,0.1,39,32,5.6,M
Spyborgs,Wii,2009,Action,0.11,66,30,6.3,T
Darkest of Days,X360,2009,Shooter,0.1,44,25,4.8,M
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,1.4,72,13,6.1,E10+
NBA 2K10,X360,2009,Sports,0.97,82,46,7.6,E
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,0.13,76,12,7.1,T
Bayonetta,X360,2009,Action,0.93,90,86,8,M
Fight Night Round 4,X360,2009,Fighting,1.4,87,76,8.1,T
Monsters vs. Aliens,X360,2009,Action,0.17,63,31,6.6,E10+
Call of Juarez: Bound in Blood,PS3,2009,Shooter,0.88,78,47,7.8,M
Guitar Hero: Metallica,Wii,2009,Misc,0.93,85,20,8.6,T
Sonic's Ultimate Genesis Collection,X360,2009,Misc,1.41,79,45,8.5,E10+
Fairytale Fights,PS3,2009,Action,0.17,53,34,6,M
X-Blades,X360,2009,Action,0.14,50,39,5.4,M
Cloudy With a Chance of Meatballs,PS3,2009,Platform,0.1,66,9,6,E
Guitar Hero 5,X360,2009,Misc,1.13,85,69,6.8,T
Bakugan: Battle Brawlers,DS,2009,Action,1.38,60,6,6.7,E
IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,0.68,81,28,7.3,T
Major League Baseball 2K9,PS3,2009,Sports,0.17,61,19,4,E
Up,Wii,2009,Action,0.56,62,6,8,E10+
MX vs. ATV Reflex,PS3,2009,Racing,0.9,74,44,7.4,E
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,0.1,17,11,1.7,M
Don King Boxing,DS,2009,Sports,0.08,71,4,7.8,T
G.I. Joe: The Rise of Cobra,DS,2009,Action,0.14,47,16,7.5,E10+
Stormrise,PS3,2009,Strategy,0.17,51,28,5.3,M
Rolling Stone: Drum King,Wii,2009,Misc,0.1,32,4,1.8,T
The Beatles: Rock Band,PS3,2009,Misc,1.12,88,60,8.7,T
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,0.9,73,75,7.3,T
FIFA Soccer 10,PSP,2009,Sports,1.15,83,9,7.9,E
LEGO Rock Band,Wii,2009,Misc,0.69,70,15,6.8,E10+
Heroes over Europe,X360,2009,Simulation,0.14,62,39,8.1,T
Brutal Legend,PS3,2009,Action,0.94,83,61,7.6,M
The Conduit,Wii,2009,Shooter,0.57,69,79,8.2,T
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,0.91,76,42,6.5,M
Race Pro,X360,2009,Racing,0.17,72,54,7,E
ShellShock 2: Blood Trails,PS3,2009,Shooter,0.08,35,18,4.8,M
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,0.14,35,17,6.7,T
MX vs. ATV Reflex,X360,2009,Racing,0.72,75,47,6.6,E
Yakuza 3,PS3,2009,Action,1.12,79,77,8.1,M
3D Dot Game Heroes,PS3,2009,Role-Playing,0.57,77,66,8,E10+
Big Bang Mini,DS,2009,Shooter,0.06,78,39,8.2,E
Tornado Outbreak,X360,2009,Action,0.08,62,12,8,E10+
The Book of Unwritten Tales,PC,2009,Adventure,0.1,82,32,8.2,T
LEGO Rock Band,X360,2009,Misc,0.56,71,50,7.2,E10+
Madden NFL 10,Wii,2009,Sports,0.72,77,23,7.2,E
NHL 10,PS3,2009,Sports,0.57,88,35,7.9,E10+
Velvet Assassin,X360,2009,Shooter,0.18,56,46,7.1,M
Agatha Christie: The ABC Murders,DS,2009,Adventure,0.1,53,11,6.5,T
Band Hero,Wii,2009,Misc,0.97,79,20,6.6,E10+
NCAA Football 10,X360,2009,Sports,0.94,83,26,6.7,E
Tornado Outbreak,Wii,2009,Action,0.1,71,7,8.2,E10+
Astro Boy: The Video Game,Wii,2009,Action,0.11,48,17,3.5,E10+
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,0.1,63,27,6.6,E10+
Rogue Warrior,PS3,2009,Shooter,0.13,27,24,2.8,M
ArmA II,PC,2009,Shooter,0.14,77,38,7.5,M
Harvest Moon: Frantic Farming,DS,2009,Puzzle,0.1,72,7,6.8,E
Resistance: Retribution,PSP,2009,Shooter,0.89,81,67,8.1,M
The Sims 3: World Adventures,PC,2009,Simulation,0.57,81,31,8,T
The Lord of the Rings: Conquest,DS,2009,Action,0.1,61,9,7.8,E10+
Where the Wild Things Are,PS3,2009,Platform,0.11,53,8,4.8,E10+
Risen,PC,2009,Role-Playing,0.14,77,32,8.1,M
Dawn of Discovery,DS,2009,Simulation,0.11,82,11,7.3,E
Indiana Jones and the Staff of Kings,Wii,2009,Action,0.72,55,32,7,T
Dragon Ball: Evolution,PSP,2009,Fighting,0.1,28,16,0.9,T
PANGYA: Fantasy Golf,PSP,2009,Sports,0.14,77,16,7,E10+
Rabbids Go Home,Wii,2009,Platform,1.12,78,50,8.3,E10+
Armored Core 3 Portable,PSP,2009,Simulation,0.08,43,6,6.7,T
BlazBlue: Calamity Trigger,PS3,2009,Fighting,0.57,87,50,8.4,T
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,0.06,80,44,8.7,M
Tony Hawk: RIDE,Wii,2009,Sports,0.94,47,15,4.5,E10+
Rogue Warrior,X360,2009,Shooter,0.11,28,33,2.8,M
DJ Hero,PS3,2009,Misc,0.9,86,53,7.8,T
DJ Max Fever,PSP,2009,Misc,0.11,77,5,6.5,T
MLB 09: The Show,PS3,2009,Sports,0.72,90,27,8.1,E
Tiger Woods PGA Tour 10,PS3,2009,Sports,0.78,81,38,7.7,E
FIFA Soccer 10,Wii,2009,Sports,0.98,75,21,6.2,E
Dragon Ball: Raging Blast,PS3,2009,Fighting,0.77,57,26,7.2,T
Obscure: The Aftermath,PSP,2009,Action,0.09,66,25,8.2,M
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,0.76,63,25,8,T
Tiger Woods PGA Tour 10,X360,2009,Sports,0.65,80,51,6.9,E
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,0.12,70,11,6.7,E10+
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,0.09,82,46,8,E
Guitar Hero: Metallica,X360,2009,Misc,0.8,84,62,8.1,T
Stormrise,X360,2009,Strategy,0.15,48,36,6.8,M
Pro Evolution Soccer 2010,PSP,2009,Sports,0.8,72,9,4.6,E
MySims Agents,Wii,2009,Adventure,1.03,78,28,8.6,E
Mimana Iyar Chronicle,PSP,2009,Role-Playing,0.09,45,6,5.8,T
Guitar Hero: Metallica,PS3,2009,Misc,0.62,86,44,8,T
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,0.12,83,18,8.3,E10+
MLB Front Office Manager,X360,2009,Sports,0.07,47,13,4.6,E
Academy of Champions: Soccer,Wii,2009,Sports,0.12,64,20,6.8,E
DJ Hero,Wii,2009,Misc,0.76,87,22,7.6,T
DiRT 2,X360,2009,Racing,0.8,87,65,8.2,T
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,0.13,51,38,6.5,T
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,1.02,71,41,7.4,E10+
Deal or No Deal,Wii,2009,Misc,1.29,56,4,5,E
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,0.16,62,24,6.8,T
Chaotic: Shadow Warriors,X360,2009,Action,0.16,60,4,5,E10+
Wet,PS3,2009,Shooter,0.61,70,61,6.4,M
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,0.79,48,10,6.4,T
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,0.09,45,10,8.1,T
Peggle: Dual Shot,DS,2009,Puzzle,0.12,84,17,8.2,E
Harry Potter and the Half-Blood Prince,DS,2009,Action,0.61,48,9,4.3,E
Pro Evolution Soccer 2010,X360,2009,Sports,0.81,78,34,7.6,E
Damnation,X360,2009,Shooter,0.07,36,39,5.6,M
NCAA Football 10,PS3,2009,Sports,0.81,80,20,6.9,E
Shadow of Destiny,PSP,2009,Adventure,0.09,54,6,8.2,T
Harry Potter and the Half-Blood Prince,Wii,2009,Action,0.75,60,35,6,E10+
Ghostbusters: The Video Game,X360,2009,Action,0.63,79,53,8.5,T
Jurassic: The Hunted,X360,2009,Shooter,0.13,60,4,7.2,T
Speed Zone,Wii,2009,Racing,0.07,37,14,3.8,E
Puzzle Quest: Galactrix,DS,2009,Puzzle,0.15,75,33,6.7,E10+
Hearts of Iron III,PC,2009,Strategy,0.07,77,23,7.1,E10+
LEGO Battles,DS,2009,Strategy,1.25,65,29,8.9,E
Overlord: Minions,DS,2009,Puzzle,0.07,58,22,5.5,E10+
Real Heroes: Firefighter,Wii,2009,Action,0.64,67,18,8.2,E10+
Wolfenstein,PS3,2009,Shooter,0.63,71,58,7.4,M
Band Hero,X360,2009,Misc,0.79,76,52,5,E10+
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,0.15,60,15,6.2,T
Star Ocean: The Last Hope,X360,2009,Role-Playing,0.79,72,56,7.2,T
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,1.04,80,59,8.4,T
Invizimals,PSP,2009,Strategy,0.79,69,32,7.3,E10+
The Lord of the Rings: Conquest,X360,2009,Action,0.63,55,58,7,T
Resident Evil: The Darkside Chronicles,Wii,2009,Action,1.05,75,55,8,M
Divinity II: Ego Draconis,PC,2009,Role-Playing,0.07,72,43,7.7,M
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,0.12,68,28,7.5,E10+
DJ Hero,X360,2009,Misc,1.06,84,72,8,T
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,0.13,36,8,4.8,E10+
F.E.A.R. 2: Project Origin,PC,2009,Shooter,0.07,79,49,7.8,M
Monster Racers,DS,2009,Racing,0.07,70,5,9,E
Assassin's Creed: Bloodlines,PSP,2009,Action,1.23,63,38,7.2,M
Drawn to Life: The Next Chapter,DS,2009,Puzzle,0.64,72,21,7.7,E
Torchlight,PC,2009,Role-Playing,0.07,83,57,8,T
Cars: Race-O-Rama,X360,2009,Racing,0.15,54,8,5.8,E
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,0.63,89,40,8.3,M
[Prototype],PS3,2009,Action,1.24,79,53,7.7,M
Undead Knights,PSP,2009,Action,0.12,63,27,8,M
MadWorld,Wii,2009,Action,0.77,81,74,8.6,M
Tornado Outbreak,PS3,2009,Action,0.09,69,15,7.6,E10+
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,0.07,70,14,8.2,T
The Godfather II,X360,2009,Action,0.79,65,72,6.9,M
Damnation,PS3,2009,Shooter,0.09,36,36,2.8,M
NHL 2K10,PS3,2009,Sports,0.15,66,23,7.1,E10+
Mytran Wars,PSP,2009,Strategy,0.12,68,16,8.8,T
Empire: Total War,PC,2009,Strategy,1.08,90,62,6.9,T
Need for Speed: Nitro,Wii,2009,Racing,0.83,69,41,7.4,E10+
Metroid Prime: Trilogy,Wii,2009,Shooter,0.61,91,48,9.3,T
Need for Speed: Shift,PSP,2009,Racing,0.74,69,11,6.5,E
The King of Fighters XII,X360,2009,Fighting,0.11,63,57,4.2,T
Muramasa: The Demon Blade,Wii,2009,Role-Playing,0.6,81,58,8.7,T
DiRT 2,PS3,2009,Racing,0.99,87,63,8.2,T
Coraline,PS2,2009,Action,0.11,39,5,2,E10+
Endless Ocean: Blue World,Wii,2009,Simulation,0.86,76,42,8.5,E10+
Where the Wild Things Are,X360,2009,Platform,0.11,51,10,5.4,E10+
Ghostbusters: The Video Game,Wii,2009,Action,0.86,76,29,8.5,E10+
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,0.12,53,53,7,T
EyePet,PS3,2009,Simulation,0.99,70,35,8.2,E
C.O.P.: The Recruit,DS,2009,Action,0.08,55,38,7.5,T
Bakugan: Battle Brawlers,Wii,2009,Action,0.66,62,12,7.2,E
Red Faction: Guerrilla,X360,2009,Shooter,0.87,85,84,8.1,M
Red Faction: Guerrilla,PS3,2009,Shooter,0.74,85,56,8.1,M
Burnout Paradise: The Ultimate Box,PC,2009,Racing,0.09,87,26,7.5,E10+
Resident Evil 5,PC,2009,Action,0.07,86,30,7.1,M
Cloudy With a Chance of Meatballs,Wii,2009,Platform,0.11,68,4,5.3,E
WarioWare D.I.Y.,DS,2009,Misc,0.59,82,53,8.7,E
Astro Boy: The Video Game,PS2,2009,Action,0.11,56,4,5,E10+
F1 2009,Wii,2009,Racing,0.87,69,29,7.2,E
The BIGS 2,PS3,2009,Sports,0.13,80,18,7.6,E10+
Blood Bowl,X360,2009,Sports,0.16,61,28,5.1,T
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,1.17,62,22,7.2,E
NHL 10,X360,2009,Sports,0.66,88,52,8.4,E10+
Tony Hawk: RIDE,PS3,2009,Sports,0.59,44,29,2.1,E10+
Phantasy Star Portable 2,PSP,2009,Role-Playing,0.87,69,27,8.1,T
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,0.09,79,4,8.3,M
WipEout HD Fury,PS3,2009,Racing,0.07,89,15,8.4,E10+
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,0.16,25,27,2.5,M
Hasbro Family Game Night 2,Wii,2009,Misc,1.35,63,16,6.3,E
Gardening Mama,DS,2009,Puzzle,1.35,60,17,9.3,E
G.I. Joe: The Rise of Cobra,PS2,2009,Action,0.14,50,4,2.3,T
Cloudy With a Chance of Meatballs,X360,2009,Platform,0.09,62,12,6.5,E
Call of Juarez: Bound in Blood,X360,2009,Shooter,0.6,77,77,7.6,M
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,0.09,38,22,3.5,T
Heroes over Europe,PS3,2009,Simulation,0.16,62,34,7,T
[Prototype],X360,2009,Action,1.31,78,83,7.8,M
A Witch's Tale,DS,2009,Role-Playing,0.11,50,17,6.2,E10+
NERF N-Strike Elite,Wii,2009,Shooter,1,67,12,4.5,E10+
The Beatles: Rock Band,X360,2009,Misc,1.3,89,76,8.6,T
Tekken 6,X360,2009,Fighting,1.3,80,59,7,T
Skate 2,PS3,2009,Sports,0.84,84,50,7.8,T
ShellShock 2: Blood Trails,X360,2009,Shooter,0.09,30,21,5.9,M
Tony Hawk: RIDE,X360,2009,Sports,0.61,46,43,3,E10+
Bayonetta,PS3,2009,Action,1.21,87,54,7.7,M
Tenchu: Shadow Assassins,PSP,2009,Action,0.11,68,18,7.4,M
Football Manager 2010,PC,2009,Sports,0.07,87,33,9,E
Jak and Daxter: The Lost Frontier,PSP,2009,Platform,0.61,71,47,6.3,E10+
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,1.06,90,77,7.3,M
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,0.75,58,22,6,E
NHL 2K10,X360,2009,Sports,0.15,69,31,7.9,E10+
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,0.61,70,45,7.1,M
NBA 2K10,PS3,2009,Sports,0.84,83,30,7.8,E
The Godfather II,PS3,2009,Action,0.74,67,53,7.2,M
Ninja Gaiden Sigma 2,PS3,2009,Action,0.85,83,52,7.7,M
Band Hero,PS3,2009,Misc,0.74,76,45,5.7,E10+
The Lord of the Rings: Conquest,PS3,2009,Action,0.74,54,45,7.1,T
Secret Agent Clank,PS2,2009,Platform,0.6,61,9,6.7,E10+
The House of the Dead: Overkill,Wii,2009,Shooter,0.85,78,65,8.7,M
Major League Baseball 2K9,X360,2009,Sports,0.61,64,29,5.3,E
Infernal: Hell's Vengeance,X360,2009,Shooter,0.08,35,23,5.3,M
The King of Fighters XII,PS3,2009,Fighting,0.16,57,48,5.3,T
Tiger Woods PGA Tour 10,Wii,2009,Sports,1.07,88,44,8.8,E
Ghostbusters: The Video Game,PS3,2009,Action,0.84,78,74,7.9,T
Grand Theft Auto: Chinatown Wars,DS,2009,Action,1.32,93,85,8.3,M
Beaterator,PSP,2009,Misc,0.09,80,44,7.8,E
MySims Racing,DS,2009,Racing,0.61,67,11,7.3,E
Marble Saga: Kororinpa,Wii,2009,Puzzle,0.16,74,16,7.3,E
MotorStorm: Arctic Edge,PSP,2009,Racing,1.02,79,58,8.8,T
Miami Law,DS,2009,Adventure,0.1,56,14,8.8,T
Call of Juarez: Bound in Blood,PC,2009,Shooter,0.03,78,39,8,M
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,0.47,79,48,7.9,M
MySims Racing,Wii,2009,Racing,0.47,68,22,7.4,E
The BIGS 2,X360,2009,Sports,0.21,76,31,6.2,E10+
Guitar Hero: Van Halen,PS3,2009,Misc,0.27,59,33,4.7,T
50 Cent: Blood on the Sand,X360,2009,Shooter,0.21,71,54,6.4,M
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,0.27,75,12,8.3,E10+
Left 4 Dead 2,X360,2009,Shooter,3.97,89,76,8.6,M
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,0.28,80,26,8.7,M
Bass Pro Shops: The Strike,X360,2009,Sports,0.21,63,4,5.8,E
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,2.12,62,5,5.2,E
Order of War,PC,2009,Strategy,0.02,69,39,7.3,T
Street Fighter IV,PS3,2009,Fighting,4.16,94,61,7.3,T
Borderlands,PS3,2009,Shooter,2.09,83,58,7.9,M
Indiana Jones and the Staff of Kings,PS2,2009,Action,0.28,55,4,7.5,T
Trivial Pursuit,X360,2009,Misc,0.37,66,19,6.4,E
Trivial Pursuit,PS3,2009,Misc,0.28,66,13,7.1,E
Cursed Mountain,Wii,2009,Adventure,0.21,67,51,7.6,M
Bionic Commando,X360,2009,Platform,0.28,70,65,7.3,M
Tom Clancy's HAWX,PC,2009,Action,0.04,70,23,7.3,T
Scribblenauts,DS,2009,Puzzle,2.16,79,72,7.6,E10+
Hannah Montana: The Movie,X360,2009,Adventure,0.21,25,4,3.8,E
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,0.47,85,67,8.1,M
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,0.38,61,22,6.6,T
Guitar Hero: Smash Hits,PS2,2009,Misc,0.22,69,6,8.3,T
Monster Hunter Tri,Wii,2009,Role-Playing,2.22,84,70,8.6,T
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,0.22,78,30,8,T
Ceville,PC,2009,Action,0.02,73,17,8.2,E
Brandish: The Dark Revenant,PSP,2009,Role-Playing,0.02,78,9,8.3,T
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,0.22,61,9,8.3,E10+
Tropico 3,X360,2009,Strategy,0.22,75,33,6.6,T
Deadly Creatures,Wii,2009,Action,0.22,72,45,8.8,T
Tom Clancy's EndWar,PC,2009,Strategy,0.02,68,24,6.7,T
A Boy and His Blob,Wii,2009,Platform,0.21,80,43,8.7,E
EA Sports Active,Wii,2009,Sports,3.9,81,27,8.7,E
Grey's Anatomy: The Video Game,PC,2009,Adventure,0.02,36,4,3.9,T
Blood Bowl,PC,2009,Sports,0.04,72,34,6.5,T
Dawn of Discovery,PC,2009,Simulation,0.38,82,32,8.8,T
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,0.47,75,37,7.3,E10+
Silent Hill: Shattered Memories,Wii,2009,Action,0.47,79,56,8,M
Dead Space Extraction,Wii,2009,Shooter,0.47,82,76,8.1,M
Virtua Tennis 2009,PS3,2009,Sports,0.38,70,34,6.3,E
Fuel,PC,2009,Racing,0.02,67,16,6.7,E
Need for Speed: Nitro,DS,2009,Racing,0.38,70,7,6.3,E10+
Company of Heroes: Tales of Valor,PC,2009,Strategy,0.04,70,42,7.2,M
G.I. Joe: The Rise of Cobra,PS3,2009,Action,0.21,43,32,4.8,T
SAW,PC,2009,Action,0.02,55,6,6,M
Runaway: A Twist of Fate,PC,2009,Adventure,0.04,79,15,8.2,T
FIFA Soccer 10,PC,2009,Sports,0.05,72,14,3.8,E
Picross 3D,DS,2009,Puzzle,0.49,83,35,8.4,E
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,0.36,67,41,8.3,T
Need for Speed: Shift,X360,2009,Racing,1.91,83,75,6.5,E
Moon,DS,2009,Adventure,0.05,71,45,7.4,T
Left 4 Dead 2,PC,2009,Shooter,0.36,89,55,8.5,M
Planet 51,Wii,2009,Action,0.2,53,6,5.8,E
SAW,PS3,2009,Action,0.36,59,41,6.4,M
Toy Story Mania!,Wii,2009,Misc,1.88,49,15,6.6,E
Elven Legacy,PC,2009,Strategy,0.02,71,27,7.1,T
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,0.36,73,21,7.9,E10+
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,0.05,66,13,8,E10+
Dead Rising: Chop Till You Drop,Wii,2009,Action,0.29,61,30,6.5,M
Bionic Commando,PS3,2009,Platform,0.36,71,48,7.4,M
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,0.2,65,25,7.3,E10+
Infinite Space,DS,2009,Role-Playing,0.2,75,46,9,T
Demon's Souls,PS3,2009,Role-Playing,1.82,89,81,8.9,M
BlazBlue: Calamity Trigger,X360,2009,Fighting,0.36,86,51,8.5,T
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,0.2,65,7,6.7,E10+
Marvel Super Hero Squad,Wii,2009,Fighting,0.36,49,16,6.2,E10+
Phineas and Ferb,DS,2009,Action,1.84,80,4,4.5,E
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,0.46,72,8,4.6,E10+
Mini Ninjas,Wii,2009,Action,0.37,79,9,8.3,E10+
DeathSmiles,X360,2009,Shooter,0.28,76,29,8.4,T
The Saboteur,PS3,2009,Action,0.48,72,54,8.1,M
Tropico 3,PC,2009,Strategy,0.04,79,48,8.1,T
UFC 2009 Undisputed,X360,2009,Fighting,2.06,83,68,7.9,T
Guitar Hero On Tour: Modern Hits,DS,2009,Misc,0.37,70,30,6.3,E10+
Way of the Samurai 3,X360,2009,Action,0.21,55,22,6.8,M
Guitar Hero: Van Halen,Wii,2009,Misc,0.28,50,12,5.2,T
Stormrise,PC,2009,Strategy,0.02,42,15,4.9,M
Madden NFL 10,X360,2009,Sports,2.83,85,58,6.1,E
Batman: Arkham Asylum,PS3,2009,Action,4.23,91,70,8.9,T
Wanted: Weapons of Fate,X360,2009,Shooter,0.37,62,61,7.5,M
DiRT 2,Wii,2009,Racing,0.37,51,10,5.5,E10+
Assassin's Creed II: Discovery,DS,2009,Action,0.28,69,20,7.3,T
Wolfenstein,PC,2009,Shooter,0.05,74,41,7.3,M
Pool Hall Pro,Wii,2009,Sports,0.05,62,5,5.3,E
Mini Ninjas,PC,2009,Action,0.02,74,14,8.3,E10+
Virtua Tennis 2009,Wii,2009,Sports,0.37,73,33,7.7,E
Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,0.49,61,12,5,E10+
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,1.98,75,53,7.8,E10+
Overlord: Dark Legend,Wii,2009,Action,0.37,68,30,7.9,T
SAW,X360,2009,Action,0.28,59,39,7.4,M
StokEd,X360,2009,Sports,0.21,68,34,8.6,T
The Saboteur,X360,2009,Action,0.51,73,69,8.2,M
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,0.22,82,16,7.9,E10+
Metal Slug XX,PSP,2009,Shooter,0.04,67,22,6.1,T
Up,PS3,2009,Action,0.25,65,5,6.5,E10+
Braid,PC,2009,Platform,0.03,90,11,8.6,E10+
Monsters vs. Aliens,PC,2009,Action,0.03,63,8,6.2,E10+
Professor Layton and the Last Specter,DS,2009,Puzzle,2.67,83,58,8.7,E10+
The Last Guy,PS3,2009,Action,0.03,77,33,6.9,E10+
Katamari Forever,PS3,2009,Puzzle,0.4,74,51,8.1,E
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,0.25,64,29,5.6,E10+
Superstars V8 Racing,PS3,2009,Racing,0.03,66,29,4.9,E
Need for Speed: Shift,PS3,2009,Racing,2.65,84,55,6.9,E
Dynasty Warriors 6 Empires,X360,2009,Action,0.24,59,24,7.3,T
Halo Wars,X360,2009,Strategy,2.62,82,92,7.2,T
G.I. Joe: The Rise of Cobra,X360,2009,Action,0.24,42,59,4.7,T
Six Flags Fun Park,Wii,2009,Misc,0.4,43,7,7.1,E10+
FIFA Soccer 10,X360,2009,Sports,2.62,90,63,7.5,E
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,0.4,77,10,8.6,E
God of War Collection,PS3,2009,Action,2.6,91,50,8.7,M
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,0.03,46,9,4.7,T
Afro Samurai,X360,2009,Action,0.24,65,70,6.2,M
Ghostbusters: The Video Game,PS2,2009,Action,0.43,64,9,8.7,E10+
Killzone 2,PS3,2009,Shooter,3.01,91,94,8.1,M
Bakugan: Battle Brawlers,X360,2009,Action,0.24,60,16,5.2,E
Red Faction: Guerrilla,PC,2009,Shooter,0.03,82,29,7.5,M
Indiana Jones and the Staff of Kings,PSP,2009,Action,0.25,63,10,7.8,T
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,0.03,76,10,7.3,T
Codename: Panzers Cold War,PC,2009,Strategy,0.03,67,28,5.8,T
Men of War,PC,2009,Strategy,0.03,80,22,8.1,M
inFAMOUS,PS3,2009,Action,2.93,85,98,8.3,T
Street Fighter IV,X360,2009,Fighting,2.94,93,77,7.3,T
Harry Potter and the Half-Blood Prince,PC,2009,Action,0.03,64,14,6.1,E10+
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,0.25,80,45,7.7,M
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,0.25,83,33,7.1,T
Fuel,PS3,2009,Racing,0.24,67,44,7.4,E
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,0.24,74,29,8.1,T
NBA Live 10,PSP,2009,Sports,0.24,64,4,4.2,E
X-Men Origins: Wolverine,Wii,2009,Action,0.25,53,8,6.1,T
Indiana Jones and the Staff of Kings,DS,2009,Action,0.25,50,5,6.8,T
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,0.24,80,26,7.7,T
Overlord II,PC,2009,Action,0.03,79,32,8.1,T
Tekken 6,PS3,2009,Fighting,2.75,79,63,7.4,T
Guitar Hero: Smash Hits,X360,2009,Misc,0.42,71,56,5.9,T
NASCAR Kart Racing,Wii,2009,Racing,0.42,70,12,8.1,E
RACE On,PC,2009,Racing,0.03,73,14,8.2,E
Marvel Super Hero Squad,DS,2009,Fighting,0.41,61,4,2.8,E10+
LEGO Rock Band,PS3,2009,Misc,0.42,75,36,7.6,E10+
Divinity II: Ego Draconis,X360,2009,Role-Playing,0.24,62,37,6.4,M
Bakugan: Battle Brawlers,PS3,2009,Action,0.23,63,10,8.2,E
Section 8,PC,2009,Shooter,0.03,72,31,7,T
